CustomerID,age,salary_k,tenure_years,number_of_logins,complaints,engagement_score,subscription_type,region,device_type,signup_date,last_active_date,churn
CUST_A3740D51,48.917336638493865,23.75123568641173,0.75,23,2,14.23,Standard,Germany,Mobile,2018-08-20,2024-01-03,0
CUST_E92B1281,54.89554577093606,33.77672653337757,2.57,17,1,12.52,Standard,Canada,Web,2017-04-01,2024-05-27,0
CUST_022BEBA8,36.249836880451404,39.82316267014968,1.4,24,6,13.32,Basic,USA,Mobile,2020-11-24,2024-07-21,0
CUST_EBE7ABB8,44.672682281410545,37.260415811843274,0.45,19,1,10.04,Standard,India,Web,2024-03-16,2024-12-18,0
CUST_6E19F9CF,49.64529543267503,22.605918891276573,2.3,16,4,12.3,Standard,UK,Smart TV,2021-08-09,2024-03-23,1
CUST_7A2B90BA,32.61513508851033,25.103489371274,1.47,18,1,13.79,Standard,USA,Web,2019-05-12,2024-04-21,0
CUST_ABC3E784,34.06092248178021,31.02464905076529,3.98,25,3,21.09,Basic,UK,Mobile,2024-07-07,2024-11-13,0
CUST_72458D94,47.95398962768495,,0.33,19,3,10.35,Basic,India,Web,2024-01-09,2024-02-18,0
CUST_CEDADB0E,54.39972318317446,31.683543771186223,2.91,16,2,14.89,Standard,USA,Mobile,2022-10-30,2024-08-11,0
CUST_B35FF9A9,43.84473335498154,12.659123974030745,1.72,23,4,12.88,Basic,UK,Mobile,2019-11-10,2024-05-25,1
CUST_8DE04568,29.408480655735662,56.206523970409236,1.56,20,4,14.22,Standard,USA,Mobile,2024-03-05,2024-08-11,0
CUST_DB0BEEEC,58.327173600186036,20.383006966851653,0.79,9,2,6.53,Standard,USA,Smart TV,2015-11-17,2024-02-24,0
CUST_A3AB8313,35.06091952620541,23.8973590993701,0.09,15,0,15.07,Basic,USA,Smart TV,2024-07-20,2024-03-01,1
CUST_FC2E8B09,36.116912150009284,16.743962264039876,5.65,27,2,22.43,Basic,USA,Web,2023-09-09,2024-06-09,0
CUST_EBF7896C,42.25248280706316,18.280122048545984,1.19,20,5,13.27,Basic,India,Mobile,2023-03-08,2024-05-13,1
CUST_45C7FD61,51.08855414219626,69.08401168194587,3.43,11,0,10.98,Premium,Canada,Smart TV,2018-12-11,2024-12-18,0
CUST_86AB9F69,47.050111300367995,37.402031807735746,8.85,14,2,25.01,Standard,USA,Web,2016-04-08,2024-12-27,0
CUST_5A706850,43.09899654558198,12.441659211095724,2.5,28,4,21.71,Basic,USA,Smart TV,2017-04-26,2024-09-07,1
CUST_40E93E76,42.849125836197786,51.42084793740077,1.52,17,2,15.33,Premium,India,Mobile,2023-04-04,2024-10-19,0
CUST_33E00565,38.38200400574924,44.97205762597843,0.94,14,1,7.46,Standard,UK,Smart TV,2015-06-16,2025-01-01,0
CUST_EAAFBCE6,39.37586738768399,21.137487412354268,8.16,15,5,23.32,Standard,India,Web,2017-08-24,2024-09-21,1
CUST_77E1CC84,23.123147738721922,29.541964947725194,3.44,25,1,15.16,Standard,UK,Smart TV,2021-11-06,2024-07-09,0
CUST_38CE226A,38.086405007286444,24.912452705659824,3.28,20,2,19.95,Standard,UK,Mobile,2021-12-04,2024-06-10,0
CUST_A5B8D299,38.46837799663835,63.18811781812309,1.67,21,0,12.47,Premium,India,Mobile,2016-04-07,2024-05-15,0
CUST_5DCFAA70,28.04236972956951,18.79942357780051,5.59,17,2,16.11,Basic,USA,Web,2021-11-20,2024-02-07,0
CUST_0D199648,44.16415651990137,25.205162361784964,3.75,17,2,16.34,Standard,UK,Mobile,2020-04-09,2024-06-17,0
CUST_DBB8D5F6,37.584907014236904,20.226909642798027,1.0,20,2,9.73,Standard,UK,Mobile,2015-10-26,2024-02-15,0
CUST_CB894F46,55.84921935012917,12.550317877560552,2.75,27,5,17.1,Basic,USA,Mobile,2017-08-21,2024-09-13,1
CUST_5776C18E,54.61846578153013,70.23364675032765,1.69,15,1,9.32,Premium,India,Mobile,2015-11-09,2024-10-22,0
CUST_96F84D13,36.35727669484692,14.756984785930243,0.02,24,6,14.57,Basic,UK,Mobile,2023-09-01,2024-07-24,1
CUST_6D3C53B6,36.897996261124746,25.7856825138948,4.94,15,1,20.79,Standard,India,Mobile,2018-01-26,2024-03-12,0
CUST_B2D84876,37.86122927152157,11.014914568720632,0.39,27,4,15.27,Basic,India,Mobile,2018-12-28,2024-08-11,1
CUST_7E2EE0BE,32.76659250165167,18.914949507126575,2.14,15,4,11.41,Standard,UK,Mobile,2022-08-10,2024-03-17,1
CUST_4C061439,37.93557541341458,29.35588362546983,1.23,20,0,9.98,Standard,USA,Mobile,2016-11-08,2024-04-07,0
CUST_0A9BA48F,34.05006529371696,15.58496312776593,1.26,21,2,12.21,Basic,USA,Web,2019-03-26,2024-10-02,0
CUST_DF001812,26.772004729055766,32.29119998116178,1.95,18,3,13.57,Standard,USA,Smart TV,2018-05-28,2024-03-18,0
CUST_35DE7BBB,44.049942561256444,21.741832076334873,10.0,26,2,34.29,Basic,Germany,Mobile,2017-03-09,2024-10-13,0
CUST_680BBA23,44.25081432359529,42.014146075458314,1.57,15,0,11.92,Premium,USA,Smart TV,2015-09-04,2024-11-05,0
CUST_6E74A492,26.161762337888952,47.485698378003285,0.6,17,2,10.61,Premium,USA,Mobile,2020-05-19,2024-05-25,0
CUST_0E99C8D2,44.72609126546591,18.66472212746919,2.85,22,3,17.62,Basic,India,Web,2020-03-24,2024-04-20,0
CUST_1C739203,34.23565266030669,25.90866033280898,0.81,16,4,10.4,Basic,USA,Mobile,2016-02-05,2024-10-02,1
CUST_C0907CE4,38.97124482356049,28.3772795264236,0.33,18,1,10.79,Standard,USA,Mobile,2020-09-30,2024-08-20,0
CUST_CA36CC84,44.43320118058639,33.252994967692544,0.15,21,5,8.13,Basic,UK,Mobile,2024-06-22,2024-02-28,1
CUST_1D24E563,38.54436192585453,26.11758491738746,0.07,18,1,6.76,Standard,UK,Mobile,2017-04-16,2024-06-24,0
CUST_D35B3551,41.84224758943227,28.06930881844814,1.69,18,0,14.4,Standard,India,Web,2016-02-15,2024-10-23,0
CUST_A489F5F8,37.9720171136657,23.888070716751876,1.67,15,0,11.12,Standard,Germany,Mobile,2016-09-09,2024-11-17,0
CUST_F728DDCF,34.87017529629107,,0.62,22,3,14.42,Standard,USA,Smart TV,2018-08-23,2024-06-14,0
CUST_4116AEDC,35.28494906551025,42.20361203003957,4.6,13,2,17.63,Premium,India,Smart TV,2021-02-19,2024-03-14,0
CUST_00DF86F5,31.524968094214447,32.62307987042734,0.42,18,5,8.62,Standard,UK,Mobile,2024-04-28,2024-10-13,1
CUST_309D8AEE,36.93052949231574,32.77852633874912,7.41,16,3,25.35,Standard,UK,Web,2024-06-25,2024-09-25,0
CUST_873219AB,24.11827637712638,36.58570761562499,2.66,18,2,17.38,Standard,UK,Web,2018-02-12,2024-06-25,0
CUST_FEBF45D8,35.364080480256334,23.38895494577149,0.08,19,4,9.36,Standard,UK,Smart TV,2022-09-19,2024-09-25,1
CUST_CA9F5DB9,35.40565420621957,29.99465231676205,9.89,24,4,34.63,Standard,USA,Mobile,2017-05-19,2024-04-03,0
CUST_7F084E22,31.72727410875891,15.60322312333773,1.1,25,5,13.91,Basic,India,Mobile,2015-05-22,2024-08-16,1
CUST_B41A2A0C,36.79999971644758,41.82989727111402,1.79,18,1,13.72,Premium,UK,Mobile,2024-08-25,2024-08-25,0
CUST_5D4F587C,36.04903081013649,6.980647034560891,1.0,25,3,16.5,Basic,Canada,Mobile,2016-06-04,2024-04-01,0
CUST_A6E1CB0D,46.7438049584911,,3.91,22,1,17.75,Standard,USA,Smart TV,2021-09-23,2024-12-09,0
CUST_E9517C4E,47.21060718058111,40.820092574902375,1.99,15,0,11.24,Premium,India,Web,2015-06-28,2024-07-06,0
CUST_C04B81DB,32.38701600508299,13.444077455755227,0.43,22,2,10.68,Basic,UK,Web,2016-08-22,2024-10-08,1
CUST_F52571AD,27.22129441935409,29.822457530438157,0.33,26,2,13.29,Standard,India,Mobile,2017-11-20,2024-08-27,0
CUST_A134DB06,27.644061022222015,18.224729605141338,3.88,21,0,21.3,Basic,USA,Web,2021-06-22,2024-04-10,0
CUST_62624A50,36.65426108751458,21.636065881831676,0.81,24,2,13.28,Basic,USA,Web,2022-07-30,2024-06-21,1
CUST_4F3DCBA1,34.2851217492903,38.51147313420086,0.44,12,1,7.01,Standard,Germany,Smart TV,2022-05-12,2024-10-05,0
CUST_6479F3A2,29.475524484568716,26.921217584103687,2.08,12,2,11.51,Standard,India,Web,2020-09-19,2024-09-05,0
CUST_1B0CCD21,26.94347217305866,10.068339673403722,4.87,24,3,20.24,Basic,USA,Mobile,2016-01-15,2024-02-27,0
CUST_924BA272,31.696221267993874,15.42323055533405,0.98,23,4,11.13,Basic,UK,Mobile,2022-09-10,2024-01-28,1
CUST_24F52C7C,39.441140201828084,,0.97,13,1,7.42,Standard,India,Mobile,2024-01-20,2024-10-27,0
CUST_D8994F48,42.27565461659079,30.02629288174801,5.39,19,1,19.3,Standard,Germany,Web,2015-01-31,2024-05-09,0
CUST_34C0D8FB,30.960293670635085,60.026502807741295,0.48,11,1,5.53,Premium,UK,Mobile,2015-12-30,2024-05-14,0
CUST_71D7A26A,35.404054703915975,55.390442024950175,2.88,20,4,17.7,Standard,USA,Mobile,2019-11-19,2024-10-28,0
CUST_A3B7EEFE,28.670892027924204,21.817364982146444,9.3,32,2,30.97,Standard,USA,Mobile,2024-03-24,2024-06-11,0
CUST_56BA5531,37.44775073405642,,5.52,25,1,26.9,Standard,India,Mobile,2017-05-17,2024-04-16,0
CUST_69A84ED4,31.78348265847991,25.81505261436806,0.19,20,1,12.9,Basic,Germany,Web,2016-03-24,2024-08-22,0
CUST_2D28FE8F,42.63460612035849,16.85830459349181,1.16,16,2,6.14,Basic,USA,Web,2021-08-11,2024-12-30,0
CUST_50741A1E,23.33905406190656,19.516262548928722,0.46,24,1,13.46,Basic,USA,Mobile,2023-01-04,2024-05-15,1
CUST_8EAB7B56,34.46915505983595,9.074142253404478,8.94,28,3,29.37,Basic,India,Mobile,2016-12-15,2024-06-24,0
CUST_8806FD24,38.12862664454346,54.137824785578744,10.0,11,1,25.75,Premium,India,Web,2017-02-15,2024-11-13,0
CUST_C74CB482,39.307760966307164,52.568594683639525,0.8,18,0,8.53,Standard,UK,Web,2015-02-14,2024-03-21,1
CUST_6240BB63,62.21102820211728,15.00703295098917,3.32,29,2,19.92,Basic,USA,Mobile,2018-12-01,2024-11-22,0
CUST_04EE780F,39.93031052351256,23.3929305296605,5.53,31,1,25.97,Basic,USA,Mobile,2024-10-03,2024-08-04,0
CUST_7162ABC6,29.663140699694658,29.049991415256294,0.8,13,2,8.69,Standard,India,Mobile,2016-04-21,2024-08-13,0
CUST_4CD01C89,38.3127362816823,16.47054326834959,0.62,20,4,11.08,Basic,USA,Mobile,2023-12-22,2024-04-26,1
CUST_072F888A,20.25756043104723,12.339194423969815,,18,4,9.15,Basic,India,Mobile,2021-10-27,2024-01-18,1
CUST_920B6F7B,37.74260024872517,22.94213052420801,1.59,22,1,16.55,Basic,Germany,Mobile,2018-03-10,2024-05-16,0
CUST_F7E27EE6,32.65238623281944,22.296747361979616,6.89,17,2,23.71,Basic,USA,Web,2017-02-27,2024-05-11,0
CUST_21AA4A1F,45.17648726237728,21.161152972529045,7.0,15,2,21.92,Standard,India,Web,2023-01-31,2024-12-20,0
CUST_74E2C582,31.99555042762787,26.780522089042694,0.41,16,0,8.21,Standard,Canada,Smart TV,2016-05-13,2024-02-02,0
CUST_DF8FE517,36.387670687161425,46.49470387760506,0.69,17,0,13.31,Standard,India,Web,2020-02-17,2024-10-23,0
CUST_123B5CC9,32.413001103415624,21.649730354991,1.57,28,1,18.72,Standard,India,Web,2022-10-24,2024-06-14,0
CUST_873AA442,52.207351475723826,24.835808652826728,4.55,17,0,16.06,Standard,India,Smart TV,2021-10-05,2024-07-25,0
CUST_23842115,36.86796806078179,36.42842124003609,2.84,23,4,18.2,Basic,Germany,Mobile,2015-03-27,2024-10-30,0
CUST_7F54C55F,54.07518100221878,32.99805253593018,2.16,18,0,14.54,Standard,India,Mobile,2019-05-18,2024-12-09,0
CUST_75C0282E,45.239725834621474,18.124915186656704,2.69,21,7,17.17,Basic,USA,Mobile,2019-05-21,2024-07-31,1
CUST_7463E85E,43.04406015947207,25.41746837078019,0.3,15,2,8.24,Standard,USA,Mobile,2017-05-05,2024-04-07,0
CUST_1D7823F6,39.18556556498696,33.26763261313121,1.95,20,3,18.32,Standard,UK,Mobile,2020-04-12,2024-02-08,0
CUST_7FB79B16,41.08901730902344,15.343161122890619,10.0,18,1,29.81,Basic,UK,Mobile,2023-08-12,2024-12-20,0
CUST_168C79DE,17.773107752785542,46.43987895440324,0.28,9,0,0.97,Premium,UK,Mobile,2023-12-03,2024-12-25,0
CUST_128FA871,33.71760305394178,48.14493646419761,2.2,18,1,9.05,Standard,UK,Web,2022-04-25,2024-03-23,0
CUST_8282CF36,42.04548045824619,17.582150026087426,1.05,17,2,7.68,Basic,USA,Web,2023-03-11,2024-02-27,0
CUST_26081E3E,35.8148296538969,27.8867041810676,2.33,15,1,13.16,Standard,USA,Mobile,2015-03-11,2024-06-25,0
CUST_2097E89A,23.41573135606467,33.28554766884649,2.56,13,4,13.62,Standard,Canada,Smart TV,2018-08-18,2024-11-29,0
CUST_DD5BB23F,38.21809685432391,19.114129362268798,2.58,26,2,21.1,Basic,UK,Smart TV,2023-06-24,2024-03-28,0
CUST_35A3AE9B,53.46076279366619,29.654023798399237,5.74,23,3,22.71,Standard,USA,Mobile,2017-04-12,2024-07-06,0
CUST_B68AF120,48.79843158739891,25.939895406512708,1.48,20,7,12.7,Standard,Canada,Web,2022-12-14,2024-09-23,0
CUST_93F03872,34.809833753678944,12.350446778155838,,31,1,21.1,Basic,India,Web,2018-05-19,2024-01-07,0
CUST_6751EF60,44.897490598394015,29.871567979092344,0.03,19,1,9.35,Standard,Canada,Web,2016-01-31,2024-08-16,0
CUST_924A5EDC,33.39192296053717,15.48892722672422,4.68,26,4,23.4,Basic,India,Mobile,2019-06-18,2024-02-01,1
CUST_97270F54,23.485270460206635,37.76091388283097,0.9,21,0,10.9,Standard,India,Web,2016-11-01,2024-06-19,0
CUST_46D7C89D,30.385099302319063,19.469037506585455,5.09,22,2,21.69,Basic,India,Mobile,2024-10-15,2024-02-26,0
CUST_4DC096E2,50.421608372139104,24.33961899617937,0.93,21,2,11.91,Basic,India,Web,2017-04-17,2024-05-21,0
CUST_36575299,36.866220871286885,49.60931749132838,0.03,20,1,13.1,Standard,India,Mobile,2022-12-25,2024-05-22,0
CUST_BE3A75EF,36.11736336227932,32.49746404612507,0.5,28,2,16.4,Basic,India,Web,2020-10-09,2024-01-22,0
CUST_FB1A0274,36.178276903492204,16.67036552765915,10.0,21,7,34.48,Basic,USA,Mobile,2017-03-03,2024-04-07,1
CUST_7CF2E4AF,54.984289380992244,15.599551417216684,1.16,19,2,12.86,Basic,USA,Smart TV,2018-12-12,2024-11-10,0
CUST_BEEEC5C1,53.04324102938948,19.245696343224424,0.35,20,3,9.69,Basic,USA,Web,2020-12-31,2024-09-08,0
CUST_9874BB1F,57.23971560191063,29.94773862069563,0.38,23,8,11.08,Basic,USA,Mobile,2023-12-15,2024-06-09,1
CUST_BD9454C7,37.475609673420664,29.721754677466357,,21,3,11.66,Standard,India,Web,2023-07-23,2024-08-28,0
CUST_5AE87BDB,41.05745532529522,67.2740221240317,0.12,84,3,16.16,Basic,UK,Web,2023-02-08,2024-02-03,0
CUST_8666BCB6,24.891645683864724,15.466142304380055,2.15,21,2,15.41,Basic,Germany,Smart TV,2016-07-19,2024-09-26,0
CUST_53D4B728,51.59832882566823,29.255793981009177,0.72,19,3,10.58,Standard,USA,Mobile,2016-09-20,2024-12-03,0
CUST_7BE26D4F,27.91963404235308,25.101706823449277,2.2,22,1,17.55,Standard,India,Web,2018-06-24,2024-09-02,0
CUST_9A1E9F64,38.73571318799957,64.97362027123262,,17,0,11.29,Premium,India,Smart TV,2021-10-05,2024-07-23,0
CUST_4658B279,26.945457865838968,26.187272887442887,1.69,19,2,13.95,Basic,UK,Mobile,2022-08-21,2024-02-03,0
CUST_C1281507,32.727619164845684,59.19709419146386,2.73,11,3,9.98,Premium,India,Mobile,2022-01-09,2024-06-09,0
CUST_20648A3A,29.165869924453155,14.238180237373792,0.19,25,6,10.22,Basic,USA,Mobile,2019-12-02,2024-01-25,1
CUST_5867BCB0,30.23346931498868,12.675627420795422,1.53,21,1,15.65,Basic,India,Mobile,2020-09-26,2024-07-01,0
CUST_A9F8A430,32.82707465620355,16.22811665219888,1.08,24,2,14.98,Basic,India,Web,2015-03-02,2024-10-29,0
CUST_C52ACEE3,31.10545137594755,42.806445343890395,0.82,12,0,9.89,Premium,India,Smart TV,2022-11-08,2024-11-12,0
CUST_471902CE,45.79096165161919,55.77544098474174,2.78,14,1,9.51,Premium,Canada,Mobile,2017-09-06,2024-12-25,0
CUST_B3A7F2DE,26.44712458773263,17.651534818938334,2.66,26,3,19.09,Basic,India,Web,2023-03-21,2024-11-25,0
CUST_C2E4810D,39.46284445180789,20.470021844129064,2.99,21,5,13.73,Basic,USA,Mobile,2018-06-23,2024-09-03,1
CUST_709C69B9,50.184098883080964,15.119749369915475,0.52,15,6,8.84,Basic,India,Mobile,2017-03-21,2024-06-30,1
CUST_A356C913,34.57692739382189,11.564361913925346,1.01,21,4,12.2,Basic,India,Web,2017-02-14,2024-10-21,1
CUST_1EEF372E,31.655337521313164,32.03355873189386,0.71,15,2,10.62,Standard,India,Mobile,2024-07-05,2024-07-01,0
CUST_EE5EB733,37.502696332495475,28.397100590936265,,17,1,14.75,Standard,India,Smart TV,2023-10-09,2024-10-02,0
CUST_A23B64A4,50.75044050394804,26.29238684109793,1.85,22,0,13.96,Standard,Canada,Web,2017-09-08,2024-09-05,0
CUST_B6B1391C,41.73868452331419,13.02265742854965,1.2,15,8,9.75,Basic,Germany,Mobile,2016-08-17,2024-03-29,1
CUST_3E1C39DC,32.58688950584635,54.68940792544205,4.63,20,1,18.31,Premium,Germany,Web,2016-01-09,2024-01-12,0
CUST_577EFABF,40.71759446541415,18.99203104603984,0.3,16,2,4.75,Basic,India,Mobile,2021-05-21,2024-02-28,0
CUST_2C850FAA,27.892155584001504,34.73192934802006,10.0,17,1,28.54,Basic,India,Web,2017-04-18,2024-09-15,0
CUST_F784107C,44.54988986333827,12.375854338052735,0.37,26,3,9.25,Basic,UK,Web,2022-05-07,2024-04-14,0
CUST_D59E52A9,44.364433577914006,21.796797507937473,4.45,23,2,18.57,Standard,India,Smart TV,2024-08-15,2024-11-14,0
CUST_82DEB517,37.30358505067201,,1.38,15,3,10.8,Standard,India,Web,2023-08-28,2024-07-19,0
CUST_4C3597AE,29.285354281833072,29.909002434461755,6.01,20,1,22.28,Standard,USA,Mobile,2022-08-12,2024-08-24,0
CUST_7EC70A31,31.032023199543502,26.842871856419713,0.23,14,4,9.2,Standard,India,Web,2017-10-15,2024-02-27,0
CUST_6478730F,39.146885466367756,29.98235358361994,1.41,22,2,13.65,Standard,India,Mobile,2023-08-30,2024-08-15,0
CUST_73138B9F,50.85814953370662,13.319175562462682,1.23,25,5,17.28,Basic,USA,Web,2020-12-05,2024-03-31,1
CUST_D3ABDE3A,31.767830205369723,27.278974090790843,10.0,21,1,31.52,Standard,UK,Web,2018-11-13,2024-06-12,0
CUST_BAF4E1A0,39.81481769252563,24.630639497207834,10.0,22,1,31.6,Standard,India,Smart TV,2019-05-03,2024-10-22,0
CUST_4DEDA90E,22.734684385643728,27.161364303335873,0.63,25,0,10.7,Standard,India,Web,2017-02-23,2024-03-02,0
CUST_2E230F2B,32.03555844044575,26.430110671601728,2.98,26,0,22.35,Standard,Canada,Web,2020-09-21,2024-04-10,0
CUST_17F86B4D,38.41877520203266,,2.3,17,4,10.69,Basic,India,Mobile,2016-11-24,2024-08-08,1
CUST_747A20BA,32.122344967358366,13.801390636770334,0.5,30,3,16.55,Basic,USA,Smart TV,2018-11-27,2024-05-19,1
CUST_16A176E1,30.673360593978895,9.716684146366784,0.55,17,2,13.55,Basic,UK,Mobile,2023-12-12,2024-06-21,1
CUST_9D990F6F,33.3272461881621,37.07850858665442,10.0,20,2,25.91,Basic,India,Smart TV,2021-03-19,2024-01-20,0
CUST_2C141B08,42.821776418489065,36.62756118188481,1.81,27,0,16.24,Standard,UK,Web,2020-03-11,2024-06-30,0
CUST_3F334D47,38.18029510102161,,0.4,19,0,5.28,Basic,USA,Mobile,2015-09-05,2024-06-01,0
CUST_1FE9A7E9,22.40277493428146,29.316026687128563,0.73,22,2,13.91,Basic,India,Smart TV,2018-12-27,2024-05-21,0
CUST_AE233665,18.255008110067095,9.471429784274784,0.94,29,2,16.19,Basic,UK,Mobile,2022-11-22,2024-05-10,1
CUST_19F5AE3C,35.33658451445574,16.826275775620065,2.15,24,0,15.16,Basic,India,Smart TV,2019-01-09,2024-05-06,0
CUST_D644DE5C,41.95597768752897,26.486305398140644,1.23,15,3,8.28,Standard,India,Mobile,2019-07-04,2024-08-06,0
CUST_AA2DC3F7,21.17116816153487,24.260596418405793,1.82,9,3,7.42,Standard,USA,Web,2020-04-08,2024-04-11,0
CUST_9D68377F,32.9450948571708,23.54302721314444,0.55,16,3,10.27,Standard,UK,Mobile,2022-08-05,2024-04-11,0
CUST_96115FC3,30.958726979584338,28.78778199976974,1.19,24,3,12.71,Basic,India,Mobile,2016-03-30,2024-01-18,0
CUST_B7F02A2B,52.1137732761873,24.256352284542178,0.22,11,0,5.46,Standard,India,Mobile,2017-04-27,2024-12-08,0
CUST_47BBF67C,35.658858704288434,27.035249205875623,6.61,20,1,23.48,Standard,UK,Web,2024-05-30,2024-12-08,0
CUST_2500A06D,40.153165231755565,19.547342544979536,0.66,25,6,13.08,Basic,USA,Smart TV,2017-09-04,2024-05-06,1
CUST_AA3A300D,40.0804669345847,39.73496155754959,4.24,21,1,19.36,Standard,India,Mobile,2015-04-05,2024-10-19,1
CUST_34F2EE9E,20.00547656705762,19.059160610951267,1.29,18,0,9.28,Standard,USA,Web,2023-10-29,2024-04-08,0
CUST_DBDDC016,45.46594284181911,13.402961202396252,1.93,27,5,15.62,Basic,USA,Smart TV,2016-04-06,2024-08-10,1
CUST_D39A783A,39.827329819488455,19.339820971816746,1.03,23,2,13.26,Basic,USA,Web,2022-04-11,2024-06-07,0
CUST_922BAC45,38.917402624265144,21.925407340053233,3.58,19,1,13.56,Standard,UK,Web,2022-03-21,2024-07-12,0
CUST_EBFDCDC5,75.08698793767235,38.40003879214273,5.58,20,3,20.29,Basic,India,Mobile,2023-11-24,2024-10-31,0
CUST_E54310E6,23.465377527256976,25.68281105524374,1.01,24,1,13.16,Standard,USA,Web,2021-12-16,2024-05-25,0
CUST_FA7760F0,50.076866107775466,22.809935950219664,0.83,21,1,13.46,Standard,USA,Mobile,2017-07-11,2024-07-23,0
CUST_497D4977,35.00442606702839,,3.43,24,4,20.99,Basic,Canada,Web,2022-01-29,2024-07-31,1
CUST_72B06501,39.714334953176625,38.2625893028526,0.65,22,4,14.59,Standard,Germany,Smart TV,2022-07-30,2024-04-27,0
CUST_64C5683C,39.8828058133696,18.950981751899064,3.06,25,2,19.11,Basic,UK,Web,2016-04-29,2024-04-22,0
CUST_E19591AA,36.334626267236885,25.09236140741396,0.3,16,3,5.9,Standard,USA,Mobile,2023-10-21,2024-12-13,0
CUST_79200E75,32.94134119421841,49.2830524772125,2.9,15,1,11.02,Premium,USA,Web,2021-11-27,2024-09-06,0
CUST_3B8289AF,40.85865898945925,30.543792241240652,2.16,14,1,12.08,Standard,UK,Mobile,2019-07-21,2024-06-10,0
CUST_478E26EA,25.37561955175041,11.996066285753702,,18,4,11.15,Basic,USA,Smart TV,2017-04-07,2024-05-03,1
CUST_43FC5428,44.67814864407065,12.068441107142776,3.14,21,1,14.29,Basic,Canada,Web,2017-04-08,2024-02-18,0
CUST_52B9D4E8,33.6374700197554,24.987783021770916,1.77,20,4,16.36,Standard,UK,Web,2020-05-05,2024-09-29,1
CUST_ECB544CD,29.242543583498538,14.525670262472598,0.73,28,2,17.82,Basic,India,Web,2018-07-27,2024-01-27,1
CUST_31F03C0B,36.03573708348969,32.81564255207754,,24,3,17.57,Basic,Canada,Smart TV,2021-09-07,2024-11-30,0
CUST_761E0B61,48.453401920105556,24.960014791852803,2.03,23,2,16.0,Basic,India,Smart TV,2016-06-18,2024-11-01,0
CUST_E4ACB61E,35.82509982449657,26.741783183690643,0.29,16,1,6.23,Standard,UK,Web,2015-10-09,2024-04-28,0
CUST_B63369A3,41.79079061169096,18.86581317743218,9.48,23,3,31.68,Basic,India,Mobile,2020-12-23,2024-04-21,0
CUST_FEE42D47,32.72914128688164,57.213597672627316,3.29,17,1,14.86,Standard,India,Smart TV,2015-08-07,2024-04-03,0
CUST_3C0D95CE,45.37973194516209,83.14048116988941,0.32,21,0,11.11,Standard,UK,Web,2021-10-15,2024-03-24,0
CUST_C12D92A0,43.989202999304645,21.552104824804864,5.19,21,2,23.5,Standard,Germany,Web,2022-09-19,2024-08-20,0
CUST_1A0E8602,53.49386665486188,30.269535869416263,1.17,19,2,10.73,Basic,USA,Web,2017-05-16,2024-09-24,0
CUST_73991C04,39.75262983430017,,2.72,27,2,19.55,Standard,India,Web,2018-11-23,2024-07-15,0
CUST_1B7DCC29,41.33380784312454,24.035144673038356,0.97,20,2,11.15,Standard,Canada,Mobile,2019-05-28,2024-07-22,0
CUST_02998596,38.42066005625901,17.646543138572525,3.97,19,3,16.28,Basic,Canada,Web,2024-07-09,2024-02-29,0
CUST_242B3197,49.309388580481716,16.055836426061646,3.85,27,4,19.88,Basic,USA,Smart TV,2023-10-23,2024-08-04,1
CUST_BC4CA241,30.01313226260248,14.75362307590687,2.41,23,2,14.76,Basic,India,Mobile,2023-11-18,2024-04-28,0
CUST_D254400F,44.31004610178149,,0.83,15,4,6.89,Standard,India,Mobile,2020-03-25,2024-01-06,0
CUST_F04B8605,31.019938099802715,19.511479760289273,0.88,23,4,17.3,Basic,USA,Mobile,2016-06-10,2024-09-20,1
CUST_3C399CC9,37.31860347320711,8.304416144441467,,15,5,10.42,Basic,Germany,Web,2020-06-05,2024-05-16,1
CUST_2338388D,39.96455495763918,30.76056586265693,0.47,21,2,12.31,Standard,India,Mobile,2020-02-29,2024-03-11,0
CUST_EE76BCBF,40.42010821350885,25.207904579067005,1.24,13,2,7.74,Standard,USA,Web,2015-03-25,2024-02-28,0
